"age","job","marital","education","default","balance","housing","loan","contact","month","duration","campaign","pdays","previous","poutcome","y"
66,"admin.","single","secondary","no",10177,"no","no","cellular","may",272,4,-1,0,"unknown","no"
36,"management","single","tertiary","no",490,"no","no","cellular","aug",207,8,98,1,"failure","yes"
49,"self-employed","married","secondary","no",2576,"yes","no","cellular","may",64,6,-1,0,"unknown","no"
40,"services","married","secondary","no",0,"no","no","unknown","jun",543,2,-1,0,"unknown","no"
23,"technician","single","secondary","no",598,"no","no","cellular","apr",166,1,-1,0,"unknown","no"
29,"management","single","tertiary","no",15459,"no","no","cellular","may",245,3,97,7,"success","no"
44,"blue-collar","married","primary","no",271,"yes","yes","unknown","may",94,1,-1,0,"unknown","no"
54,"unknown","married","unknown","no",2508,"no","no","unknown","jun",34,8,-1,0,"unknown","no"
47,"blue-collar","married","primary","no",320,"no","no","telephone","jul",203,2,-1,0,"unknown","no"
33,"admin.","married","tertiary","no",640,"no","no","cellular","jul",318,1,-1,0,"unknown","no"
30,"self-employed","married","secondary","no",1772,"yes","no","cellular","apr",158,4,-1,0,"unknown","no"
27,"admin.","single","secondary","no",15,"no","yes","cellular","jul",177,1,-1,0,"unknown","no"
49,"management","divorced","tertiary","no",2370,"yes","yes","unknown","nov",56,1,103,2,"other","no"
27,"services","single","secondary","no",201,"yes","no","unknown","jun",172,2,-1,0,"unknown","no"
51,"blue-collar","married","secondary","no",160,"yes","no","cellular","may",136,1,359,1,"failure","no"
32,"admin.","divorced","secondary","yes",5,"yes","yes","cellular","may",82,3,363,2,"other","no"
30,"blue-collar","single","secondary","no",75,"yes","no","unknown","may",123,1,-1,0,"unknown","no"
33,"admin.","married","secondary","no",4902,"yes","no","cellular","nov",110,1,-1,0,"unknown","no"
27,"blue-collar","single","primary","no",-79,"yes","no","unknown","may",385,5,-1,0,"unknown","no"
75,"retired","divorced","secondary","no",1341,"no","no","cellular","dec",415,7,-1,0,"unknown","yes"
37,"services","divorced","secondary","no",490,"yes","no","cellular","feb",73,1,-1,0,"unknown","no"
36,"technician","single","secondary","no",1521,"yes","no","unknown","jun",243,2,-1,0,"unknown","no"
37,"blue-collar","married","secondary","no",131,"yes","no","unknown","may",137,2,-1,0,"unknown","no"
35,"management","married","tertiary","no",8,"yes","no","unknown","may",55,4,-1,0,"unknown","no"
32,"services","married","secondary","no",-632,"yes","yes","cellular","apr",18,5,-1,0,"unknown","no"
32,"admin.","single","secondary","no",116,"no","yes","cellular","jul",255,2,-1,0,"unknown","no"
35,"admin.","married","primary","no",189,"yes","no","cellular","may",95,1,-1,0,"unknown","no"
31,"blue-collar","married","primary","no",2,"yes","yes","cellular","jul",112,1,-1,0,"unknown","no"
28,"blue-collar","single","secondary","no",4229,"yes","yes","cellular","may",205,2,-1,0,"unknown","no"
27,"services","married","secondary","no",54,"yes","no","cellular","may",97,1,370,1,"failure","no"
22,"student","single","unknown","no",549,"no","no","cellular","sep",154,1,-1,0,"unknown","no"
35,"blue-collar","married","primary","no",298,"yes","no","cellular","may",135,2,370,2,"failure","no"
69,"retired","married","primary","no",579,"no","no","cellular","aug",230,1,-1,0,"unknown","no"
37,"entrepreneur","single","tertiary","no",1467,"yes","yes","cellular","nov",349,1,-1,0,"unknown","no"
45,"admin.","single","secondary","no",0,"yes","no","cellular","may",38,1,-1,0,"unknown","no"
47,"management","married","tertiary","no",109,"yes","no","cellular","jul",268,1,-1,0,"unknown","no"
52,"management","married","tertiary","no",-11,"yes","no","cellular","may",94,4,-1,0,"unknown","no"
33,"services","married","secondary","no",90,"yes","no","cellular","jul",263,2,-1,0,"unknown","no"
60,"blue-collar","married","primary","no",493,"no","no","cellular","aug",671,4,-1,0,"unknown","yes"
33,"management","divorced","secondary","no",1897,"yes","yes","unknown","jun",197,1,-1,0,"unknown","no"
44,"admin.","married","secondary","no",2403,"yes","no","cellular","jan",180,2,-1,0,"unknown","no"
38,"entrepreneur","married","secondary","no",868,"no","no","cellular","nov",452,2,-1,0,"unknown","no"
54,"entrepreneur","married","secondary","no",653,"yes","no","unknown","may",352,1,-1,0,"unknown","no"
32,"unemployed","divorced","primary","no",0,"no","no","cellular","jul",175,4,-1,0,"unknown","no"
33,"technician","married","secondary","no",0,"yes","yes","cellular","nov",163,2,-1,0,"unknown","no"
55,"services","divorced","secondary","no",218,"yes","no","unknown","may",200,2,-1,0,"unknown","no"
51,"blue-collar","married","primary","no",5050,"no","yes","unknown","jun",75,7,-1,0,"unknown","no"
48,"blue-collar","married","secondary","no",741,"yes","no","cellular","apr",227,1,-1,0,"unknown","no"
37,"services","single","secondary","no",1050,"yes","no","cellular","feb",586,3,-1,0,"unknown","no"
33,"services","single","secondary","no",-56,"no","yes","cellular","jul",119,5,-1,0,"unknown","no"
30,"blue-collar","married","primary","no",1,"yes","yes","telephone","jul",80,2,-1,0,"unknown","no"
43,"blue-collar","married","primary","no",-98,"yes","yes","cellular","may",112,2,330,3,"other","no"
49,"technician","married","secondary","no",4667,"yes","no","unknown","may",130,2,-1,0,"unknown","no"
54,"unemployed","married","primary","no",541,"yes","no","cellular","feb",237,3,-1,0,"unknown","no"
31,"unemployed","married","tertiary","no",7744,"no","no","cellular","aug",377,8,-1,0,"unknown","no"
54,"unknown","married","unknown","no",895,"no","no","cellular","oct",335,1,-1,0,"unknown","yes"
36,"unemployed","married","secondary","no",-129,"yes","no","cellular","jul",121,3,-1,0,"unknown","no"
30,"admin.","married","secondary","no",0,"no","no","cellular","jul",127,5,-1,0,"unknown","no"
27,"technician","single","secondary","no",158,"no","no","unknown","jul",650,2,-1,0,"unknown","yes"
30,"admin.","married","secondary","no",122,"yes","no","unknown","may",107,1,-1,0,"unknown","no"
30,"blue-collar","married","secondary","no",673,"yes","no","unknown","may",610,2,-1,0,"unknown","no"
35,"technician","divorced","secondary","no",0,"no","no","cellular","aug",124,4,-1,0,"unknown","no"
33,"services","divorced","secondary","no",411,"yes","no","unknown","may",216,1,-1,0,"unknown","no"
43,"blue-collar","divorced","primary","no",-97,"yes","yes","cellular","jul",747,4,-1,0,"unknown","no"
41,"blue-collar","married","secondary","no",-217,"yes","no","cellular","may",313,1,349,3,"other","no"
41,"management","divorced","tertiary","no",5037,"no","no","cellular","apr",252,9,185,5,"other","yes"
46,"admin.","divorced","secondary","no",2232,"no","no","cellular","feb",121,1,-1,0,"unknown","yes"
54,"blue-collar","married","secondary","no",-932,"yes","no","unknown","may",799,1,-1,0,"unknown","no"
32,"management","married","tertiary","no",913,"yes","no","cellular","jun",883,1,674,4,"failure","no"
30,"technician","single","tertiary","no",236,"yes","no","unknown","may",197,1,-1,0,"unknown","no"
40,"entrepreneur","married","primary","no",0,"yes","no","cellular","jul",271,2,-1,0,"unknown","no"
30,"blue-collar","married","primary","no",2581,"no","no","unknown","may",221,2,-1,0,"unknown","no"
27,"admin.","married","secondary","no",639,"no","yes","cellular","jul",243,3,-1,0,"unknown","no"
41,"blue-collar","married","primary","no",849,"yes","no","unknown","may",72,1,-1,0,"unknown","no"
54,"services","married","secondary","no",386,"yes","no","cellular","aug",155,2,-1,0,"unknown","no"
32,"management","single","tertiary","no",1218,"yes","no","telephone","jan",70,2,-1,0,"unknown","no"
31,"management","married","tertiary","no",2603,"yes","no","cellular","feb",280,4,-1,0,"unknown","yes"
42,"blue-collar","married","secondary","no",-921,"yes","no","unknown","may",115,2,-1,0,"unknown","no"
48,"admin.","married","primary","no",607,"no","no","unknown","jun",29,2,-1,0,"unknown","no"
34,"blue-collar","married","primary","no",79,"yes","no","cellular","may",406,2,-1,0,"unknown","no"
55,"technician","divorced","secondary","no",61,"yes","yes","cellular","aug",113,3,-1,0,"unknown","no"
49,"technician","married","secondary","no",1091,"no","no","telephone","jul",47,2,-1,0,"unknown","no"
46,"management","divorced","tertiary","no",743,"no","no","unknown","jun",36,2,-1,0,"unknown","no"
47,"entrepreneur","married","unknown","no",209,"yes","no","unknown","may",135,2,-1,0,"unknown","no"
24,"management","single","tertiary","no",172,"no","no","cellular","jul",67,2,-1,0,"unknown","no"
58,"entrepreneur","married","secondary","no",2,"no","no","unknown","jun",684,1,-1,0,"unknown","no"
32,"management","single","tertiary","no",41,"no","no","cellular","aug",686,5,-1,0,"unknown","yes"
25,"student","single","secondary","no",1116,"yes","no","cellular","mar",170,3,-1,0,"unknown","no"
49,"blue-collar","married","secondary","no",-55,"no","no","unknown","jun",150,3,-1,0,"unknown","no"
59,"retired","divorced","secondary","no",5845,"no","no","cellular","may",1060,2,-1,0,"unknown","yes"
30,"management","single","tertiary","no",329,"yes","no","unknown","jun",122,16,-1,0,"unknown","no"
46,"blue-collar","married","secondary","no",494,"yes","no","unknown","may",724,1,-1,0,"unknown","no"
42,"management","married","unknown","no",1519,"no","no","cellular","oct",230,1,92,1,"success","yes"
37,"entrepreneur","married","tertiary","no",2685,"no","no","unknown","jun",187,2,-1,0,"unknown","no"
44,"blue-collar","married","primary","no",-14,"yes","yes","unknown","may",179,4,-1,0,"unknown","no"
49,"services","married","secondary","no",5673,"no","yes","cellular","aug",357,3,-1,0,"unknown","no"
41,"blue-collar","married","secondary","no",1459,"no","no","unknown","jun",82,1,-1,0,"unknown","no"
48,"technician","married","tertiary","no",0,"no","no","telephone","aug",176,15,-1,0,"unknown","no"
31,"management","married","secondary","no",625,"yes","no","cellular","apr",424,1,138,1,"failure","no"
37,"student","married","unknown","no",0,"no","no","unknown","jun",115,1,-1,0,"unknown","no"
51,"services","married","secondary","no",867,"yes","no","cellular","feb",177,2,211,3,"failure","no"
80,"retired","married","secondary","no",8304,"no","no","telephone","jun",712,1,64,12,"failure","yes"
32,"management","single","tertiary","no",151,"yes","no","unknown","may",118,1,-1,0,"unknown","no"
48,"services","married","primary","yes",-583,"yes","no","unknown","jun",25,7,-1,0,"unknown","no"
49,"blue-collar","married","tertiary","no",1784,"no","no","unknown","jun",753,1,-1,0,"unknown","no"
30,"management","married","tertiary","no",3134,"yes","no","cellular","jul",124,1,-1,0,"unknown","no"
27,"self-employed","single","secondary","no",49,"yes","no","cellular","jan",208,2,-1,0,"unknown","no"
34,"technician","married","secondary","no",-346,"no","no","cellular","aug",136,4,-1,0,"unknown","no"
49,"management","married","secondary","no",1623,"yes","no","cellular","nov",1081,2,-1,0,"unknown","yes"
48,"management","married","tertiary","no",60,"no","no","telephone","may",376,2,339,7,"failure","no"
40,"services","married","secondary","no",17,"no","no","cellular","jun",78,1,-1,0,"unknown","no"
38,"blue-collar","married","secondary","no",2008,"yes","no","cellular","nov",354,1,-1,0,"unknown","no"
46,"blue-collar","married","primary","no",91,"yes","no","cellular","may",29,1,356,2,"failure","no"
41,"entrepreneur","married","tertiary","no",171,"yes","no","cellular","nov",209,1,191,4,"failure","no"
28,"management","single","tertiary","no",1027,"yes","no","cellular","may",433,1,-1,0,"unknown","no"
51,"services","married","unknown","no",5801,"yes","no","unknown","may",147,2,-1,0,"unknown","no"
33,"blue-collar","divorced","primary","no",142,"yes","no","telephone","may",41,2,300,5,"failure","no"
26,"management","single","tertiary","no",205,"no","no","unknown","may",111,1,-1,0,"unknown","no"
34,"admin.","single","secondary","no",852,"no","no","cellular","apr",108,2,-1,0,"unknown","no"
27,"blue-collar","married","secondary","yes",-584,"yes","no","cellular","may",411,2,-1,0,"unknown","no"
42,"self-employed","married","secondary","no",97,"no","no","cellular","jul",108,2,-1,0,"unknown","no"
45,"admin.","married","secondary","no",204,"yes","no","cellular","jun",224,2,-1,0,"unknown","yes"
31,"technician","single","secondary","no",628,"yes","no","unknown","may",1083,2,-1,0,"unknown","no"
32,"management","single","tertiary","no",311,"no","no","unknown","may",757,2,-1,0,"unknown","yes"
39,"blue-collar","married","primary","no",1564,"no","no","unknown","jun",57,1,-1,0,"unknown","no"
26,"blue-collar","single","secondary","no",856,"yes","yes","cellular","jul",95,5,-1,0,"unknown","no"
40,"management","single","tertiary","no",1509,"no","no","cellular","mar",144,2,124,1,"failure","no"
52,"services","married","secondary","no",-888,"no","no","cellular","jul",135,1,-1,0,"unknown","no"
40,"technician","single","tertiary","no",226,"no","no","cellular","jan",176,2,-1,0,"unknown","no"
48,"technician","married","secondary","no",127,"no","yes","cellular","aug",524,5,-1,0,"unknown","no"
31,"services","married","secondary","no",413,"yes","no","unknown","may",65,1,-1,0,"unknown","no"
27,"admin.","married","secondary","no",710,"yes","yes","cellular","may",653,1,334,2,"success","yes"
47,"technician","married","secondary","no",1233,"yes","no","unknown","sep",91,1,100,2,"other","yes"
28,"management","single","secondary","no",171,"no","no","cellular","mar",93,1,-1,0,"unknown","yes"
40,"management","divorced","tertiary","no",69,"yes","no","cellular","may",503,2,280,2,"failure","no"
34,"admin.","married","secondary","no",1499,"yes","no","cellular","apr",186,1,327,2,"failure","no"
29,"self-employed","married","tertiary","no",751,"yes","no","unknown","may",121,2,-1,0,"unknown","no"
36,"management","married","tertiary","no",61,"no","yes","cellular","aug",452,2,-1,0,"unknown","no"
83,"retired","married","primary","no",425,"no","no","telephone","jun",883,1,140,1,"failure","yes"
55,"services","divorced","primary","no",2923,"yes","no","unknown","may",104,2,-1,0,"unknown","no"
43,"management","divorced","tertiary","no",99,"no","no","cellular","jan",24,3,-1,0,"unknown","no"
23,"student","single","secondary","no",1021,"no","no","telephone","jun",79,9,-1,0,"unknown","no"
44,"technician","married","tertiary","no",1146,"no","no","cellular","jul",178,2,-1,0,"unknown","no"
58,"blue-collar","married","primary","no",781,"yes","no","cellular","may",74,2,-1,0,"unknown","no"
29,"admin.","single","secondary","no",1448,"no","no","cellular","mar",217,1,184,7,"other","no"
30,"management","single","tertiary","no",604,"no","yes","cellular","feb",475,1,-1,0,"unknown","no"
29,"admin.","single","secondary","no",-194,"yes","no","cellular","may",127,1,-1,0,"unknown","no"
41,"technician","married","secondary","no",0,"no","no","cellular","mar",101,1,-1,0,"unknown","no"
35,"housemaid","married","primary","no",0,"yes","no","cellular","jul",340,3,-1,0,"unknown","no"
31,"technician","single","secondary","no",1014,"yes","no","cellular","jul",158,4,-1,0,"unknown","no"
27,"admin.","single","tertiary","no",73,"no","no","cellular","jan",242,1,-1,0,"unknown","no"
47,"services","married","secondary","no",2597,"yes","no","unknown","may",323,1,-1,0,"unknown","no"
53,"self-employed","married","tertiary","no",2627,"yes","yes","unknown","jun",18,30,-1,0,"unknown","no"
34,"management","married","tertiary","no",1906,"yes","no","cellular","jul",68,3,-1,0,"unknown","no"
34,"blue-collar","married","primary","no",-319,"yes","yes","cellular","jul",134,4,-1,0,"unknown","no"
36,"management","married","tertiary","no",-296,"yes","no","cellular","may",113,3,-1,0,"unknown","no"
40,"technician","married","secondary","no",169,"yes","no","cellular","aug",43,4,-1,0,"unknown","no"
37,"self-employed","single","tertiary","no",556,"no","no","unknown","jun",200,2,-1,0,"unknown","no"
65,"retired","divorced","unknown","no",300,"no","no","cellular","aug",245,2,-1,0,"unknown","no"
53,"technician","divorced","secondary","no",751,"yes","no","unknown","may",343,4,-1,0,"unknown","no"
28,"technician","single","secondary","no",126,"no","no","cellular","mar",229,1,-1,0,"unknown","no"
33,"technician","divorced","tertiary","no",-386,"yes","no","unknown","may",530,1,-1,0,"unknown","no"
56,"blue-collar","married","primary","no",379,"no","no","cellular","aug",58,5,-1,0,"unknown","no"
45,"self-employed","married","secondary","no",706,"no","no","cellular","apr",78,2,176,1,"success","no"
39,"technician","married","secondary","no",9121,"no","no","unknown","jun",147,1,-1,0,"unknown","no"
28,"management","single","tertiary","no",1466,"yes","no","cellular","jul",40,1,-1,0,"unknown","no"
36,"blue-collar","married","primary","no",0,"yes","no","cellular","nov",618,2,-1,0,"unknown","no"
41,"blue-collar","married","primary","no",951,"yes","no","cellular","apr",23,4,-1,0,"unknown","no"
46,"admin.","married","secondary","no",368,"no","no","cellular","aug",293,1,90,4,"other","yes"
41,"blue-collar","married","secondary","no",121,"yes","no","cellular","may",16,6,176,5,"other","no"
59,"services","married","secondary","no",204,"no","no","cellular","jul",286,2,-1,0,"unknown","no"
24,"admin.","married","secondary","no",299,"yes","no","cellular","may",209,1,321,1,"failure","no"
34,"management","married","tertiary","no",4170,"yes","no","unknown","may",935,1,-1,0,"unknown","no"
40,"blue-collar","married","primary","no",-335,"yes","no","unknown","may",260,1,-1,0,"unknown","no"
42,"admin.","married","secondary","no",3165,"yes","no","unknown","jun",298,4,-1,0,"unknown","no"
50,"services","married","secondary","no",254,"yes","no","cellular","apr",397,2,337,1,"failure","no"
25,"management","single","tertiary","no",553,"yes","no","cellular","sep",113,4,479,1,"failure","no"
51,"services","divorced","secondary","no",518,"yes","no","telephone","nov",76,1,-1,0,"unknown","no"
50,"management","married","tertiary","no",85,"no","yes","cellular","jun",141,1,-1,0,"unknown","no"
37,"blue-collar","married","unknown","no",603,"yes","no","unknown","may",773,2,-1,0,"unknown","no"
21,"services","single","secondary","no",361,"no","no","telephone","jun",329,1,95,1,"other","no"
52,"blue-collar","married","secondary","no",-98,"yes","no","unknown","may",423,1,-1,0,"unknown","no"
55,"retired","married","primary","no",4424,"no","no","cellular","aug",67,4,-1,0,"unknown","no"
26,"technician","single","secondary","no",2610,"yes","yes","unknown","jun",626,1,-1,0,"unknown","no"
38,"technician","married","tertiary","no",3234,"no","no","cellular","nov",578,2,-1,0,"unknown","yes"
32,"blue-collar","married","secondary","no",687,"yes","no","unknown","may",61,1,-1,0,"unknown","no"
31,"blue-collar","married","secondary","no",631,"yes","no","unknown","may",248,4,-1,0,"unknown","no"
34,"technician","single","secondary","no",341,"no","yes","cellular","jan",136,1,262,3,"failure","no"
33,"technician","single","tertiary","no",316,"no","no","cellular","aug",126,3,-1,0,"unknown","no"
35,"technician","married","secondary","no",2,"no","no","telephone","jan",653,3,-1,0,"unknown","no"
44,"management","married","unknown","no",415,"yes","no","telephone","may",7,7,-1,0,"unknown","no"
48,"management","divorced","tertiary","no",507,"yes","no","cellular","apr",528,1,-1,0,"unknown","no"
29,"blue-collar","married","secondary","no",912,"yes","no","cellular","may",785,1,-1,0,"unknown","no"
50,"management","married","tertiary","no",0,"no","no","cellular","jul",243,5,-1,0,"unknown","no"
37,"blue-collar","married","primary","no",37,"yes","no","cellular","may",24,2,362,1,"other","no"
44,"admin.","single","secondary","no",2524,"no","no","unknown","jun",82,1,-1,0,"unknown","no"
36,"unemployed","single","tertiary","no",9019,"yes","no","unknown","jun",952,3,-1,0,"unknown","no"
49,"blue-collar","divorced","unknown","no",39,"yes","no","cellular","may",27,5,-1,0,"unknown","no"
31,"blue-collar","married","secondary","no",0,"yes","no","unknown","may",143,1,-1,0,"unknown","no"
49,"technician","divorced","secondary","no",265,"yes","no","unknown","may",274,6,-1,0,"unknown","no"
35,"blue-collar","single","secondary","no",0,"yes","no","cellular","apr",1174,1,345,4,"other","yes"
57,"admin.","divorced","unknown","no",4012,"no","no","cellular","nov",915,1,-1,0,"unknown","no"
42,"blue-collar","married","primary","no",1520,"yes","no","cellular","feb",115,1,-1,0,"unknown","no"
36,"blue-collar","divorced","secondary","no",-140,"yes","no","unknown","may",222,2,-1,0,"unknown","no"
75,"retired","divorced","primary","no",852,"no","no","cellular","mar",341,1,-1,0,"unknown","no"
38,"blue-collar","single","secondary","no",578,"yes","no","unknown","may",112,2,-1,0,"unknown","no"
40,"blue-collar","married","primary","yes",0,"yes","no","unknown","may",64,2,-1,0,"unknown","no"
38,"services","single","secondary","no",2253,"yes","no","cellular","may",937,3,-1,0,"unknown","yes"
34,"management","single","tertiary","no",1171,"yes","no","cellular","jul",129,1,-1,0,"unknown","no"
29,"technician","single","tertiary","no",452,"yes","no","cellular","may",59,1,-1,0,"unknown","no"
28,"admin.","married","secondary","no",-97,"yes","no","cellular","jan",79,1,225,2,"success","no"
79,"retired","married","secondary","no",4738,"no","no","telephone","jul",151,5,-1,0,"unknown","no"
51,"admin.","divorced","secondary","no",467,"yes","no","unknown","may",83,1,-1,0,"unknown","no"
32,"student","single","tertiary","no",0,"no","no","cellular","aug",101,5,3,6,"other","no"
36,"management","married","tertiary","no",495,"no","no","cellular","aug",157,3,97,2,"success","yes"
38,"entrepreneur","married","secondary","no",157,"no","yes","cellular","may",57,11,366,1,"other","no"
49,"self-employed","married","secondary","no",358,"yes","yes","unknown","may",176,3,-1,0,"unknown","no"
42,"services","married","secondary","no",292,"yes","no","cellular","may",222,3,-1,0,"unknown","no"
43,"blue-collar","married","primary","no",7343,"yes","no","unknown","jun",217,4,-1,0,"unknown","no"
34,"blue-collar","married","secondary","no",-563,"yes","no","unknown","may",252,1,-1,0,"unknown","no"
59,"retired","single","secondary","no",351,"yes","no","unknown","may",1063,5,-1,0,"unknown","yes"
35,"unknown","married","primary","no",365,"no","no","cellular","aug",41,2,-1,0,"unknown","no"
33,"blue-collar","single","secondary","no",13494,"yes","no","unknown","jun",27,25,-1,0,"unknown","no"
34,"admin.","single","secondary","no",846,"yes","no","cellular","apr",758,2,-1,0,"unknown","no"
64,"retired","married","secondary","no",1574,"no","no","telephone","jul",301,3,-1,0,"unknown","yes"
34,"entrepreneur","married","tertiary","no",-28,"yes","no","cellular","jul",574,1,-1,0,"unknown","no"
77,"retired","married","tertiary","no",0,"no","no","cellular","oct",847,1,60,1,"success","yes"
57,"retired","married","primary","no",2927,"no","yes","telephone","jul",78,5,-1,0,"unknown","no"
30,"blue-collar","married","secondary","no",501,"yes","yes","unknown","may",514,1,-1,0,"unknown","no"
56,"housemaid","divorced","primary","yes",1238,"no","no","unknown","jun",1558,1,-1,0,"unknown","yes"
49,"unknown","married","unknown","no",301,"no","no","cellular","aug",789,2,-1,0,"unknown","no"
73,"retired","married","primary","no",1388,"no","no","cellular","jul",146,3,190,3,"success","no"
39,"technician","single","secondary","no",102,"yes","no","cellular","aug",272,2,-1,0,"unknown","no"
57,"technician","divorced","primary","no",13,"yes","no","cellular","may",323,2,368,2,"failure","no"
32,"self-employed","married","secondary","no",413,"yes","no","cellular","jul",712,2,-1,0,"unknown","no"
32,"technician","single","tertiary","no",4665,"yes","no","unknown","may",860,2,-1,0,"unknown","yes"
45,"admin.","married","secondary","no",638,"yes","no","cellular","aug",75,9,-1,0,"unknown","no"
32,"blue-collar","married","secondary","no",101,"yes","no","unknown","may",191,4,-1,0,"unknown","no"
31,"management","married","tertiary","no",1224,"yes","yes","cellular","jul",1441,2,-1,0,"unknown","yes"
49,"self-employed","married","secondary","no",1103,"no","no","cellular","aug",428,2,-1,0,"unknown","no"
29,"services","married","secondary","no",3748,"no","no","cellular","may",322,3,-1,0,"unknown","no"
55,"technician","married","secondary","no",955,"yes","no","cellular","jan",104,1,-1,0,"unknown","no"
30,"admin.","married","secondary","no",518,"yes","no","cellular","may",127,1,-1,0,"unknown","no"
45,"services","single","primary","no",1893,"yes","no","unknown","jun",1259,6,-1,0,"unknown","yes"
39,"technician","married","tertiary","no",14,"no","no","cellular","jan",114,2,-1,0,"unknown","no"
36,"admin.","married","secondary","no",-423,"yes","yes","unknown","may",106,1,-1,0,"unknown","no"
33,"management","married","tertiary","no",3696,"no","no","cellular","nov",305,1,182,3,"failure","no"
36,"management","married","tertiary","no",2987,"yes","no","cellular","aug",307,1,-1,0,"unknown","yes"
31,"technician","single","secondary","no",433,"no","no","cellular","aug",1504,2,-1,0,"unknown","no"
36,"technician","married","unknown","no",756,"no","no","cellular","jul",396,3,-1,0,"unknown","no"
38,"technician","single","tertiary","no",0,"yes","no","cellular","jun",71,1,-1,0,"unknown","no"
33,"unknown","married","secondary","no",2727,"no","no","cellular","aug",205,3,-1,0,"unknown","no"
40,"technician","married","secondary","no",93,"yes","no","unknown","may",134,2,-1,0,"unknown","no"
31,"blue-collar","married","secondary","no",1766,"no","yes","cellular","jun",166,2,-1,0,"unknown","yes"
39,"services","married","secondary","no",124,"yes","no","cellular","jul",81,5,-1,0,"unknown","no"
33,"admin.","married","tertiary","no",69,"no","yes","cellular","may",77,2,-1,0,"unknown","no"
53,"services","divorced","secondary","no",0,"no","no","cellular","mar",80,2,-1,0,"unknown","yes"
38,"management","married","tertiary","no",0,"yes","no","cellular","may",537,5,303,2,"failure","no"
59,"technician","married","secondary","no",259,"no","no","cellular","jun",415,1,89,1,"success","yes"
55,"blue-collar","married","primary","no",4103,"no","no","cellular","nov",291,1,-1,0,"unknown","no"
38,"technician","single","tertiary","no",744,"yes","no","cellular","may",283,1,288,12,"other","no"
48,"services","married","secondary","no",116,"yes","no","telephone","apr",70,4,-1,0,"unknown","no"
53,"blue-collar","married","secondary","no",70,"yes","no","unknown","may",611,2,-1,0,"unknown","no"
44,"admin.","divorced","secondary","no",432,"no","no","cellular","feb",132,3,-1,0,"unknown","no"
57,"management","married","tertiary","no",1172,"no","no","unknown","jun",26,1,-1,0,"unknown","no"
29,"blue-collar","single","secondary","no",9,"yes","no","cellular","may",262,3,-1,0,"unknown","no"
31,"services","married","secondary","no",428,"yes","no","unknown","may",272,1,-1,0,"unknown","no"
35,"technician","single","tertiary","no",7546,"yes","no","cellular","dec",137,1,122,3,"failure","no"
31,"blue-collar","married","primary","no",620,"no","no","cellular","mar",95,1,-1,0,"unknown","no"
35,"self-employed","married","tertiary","no",8647,"no","no","cellular","nov",140,2,-1,0,"unknown","no"
40,"management","single","secondary","no",192,"yes","no","unknown","may",71,11,-1,0,"unknown","no"
39,"blue-collar","married","secondary","no",0,"yes","no","cellular","may",502,1,7,2,"failure","no"
43,"technician","single","tertiary","no",27733,"yes","no","unknown","jun",164,7,-1,0,"unknown","no"
44,"entrepreneur","married","primary","no",276,"yes","yes","unknown","may",219,1,-1,0,"unknown","no"
29,"technician","single","secondary","no",113,"no","no","cellular","feb",328,2,183,4,"success","yes"
40,"technician","married","secondary","no",782,"yes","no","unknown","may",224,2,-1,0,"unknown","no"
33,"entrepreneur","married","primary","no",82,"yes","no","cellular","nov",63,2,-1,0,"unknown","no"
46,"management","married","tertiary","no",1008,"no","no","cellular","aug",24,13,-1,0,"unknown","no"
27,"unknown","single","tertiary","no",6421,"no","no","telephone","jan",147,4,-1,0,"unknown","no"
26,"admin.","single","secondary","no",443,"no","no","cellular","jul",84,3,-1,0,"unknown","no"
41,"technician","married","secondary","no",351,"yes","no","cellular","jul",175,1,-1,0,"unknown","no"
34,"technician","married","tertiary","no",5060,"yes","no","cellular","aug",12,21,-1,0,"unknown","no"
39,"technician","single","tertiary","no",-41,"no","yes","cellular","aug",40,15,-1,0,"unknown","no"
27,"services","single","secondary","no",-124,"no","no","cellular","jul",217,1,-1,0,"unknown","no"
31,"blue-collar","married","secondary","no",79,"yes","yes","cellular","jul",235,11,-1,0,"unknown","no"
44,"unemployed","single","secondary","no",3945,"no","no","cellular","jan",255,1,-1,0,"unknown","no"
55,"retired","married","tertiary","no",197,"no","yes","cellular","jul",256,1,-1,0,"unknown","no"
51,"blue-collar","divorced","primary","no",837,"no","no","telephone","jul",41,2,-1,0,"unknown","no"
50,"management","married","tertiary","no",-94,"no","yes","unknown","jun",75,1,-1,0,"unknown","no"
30,"services","married","secondary","no",1743,"yes","no","cellular","feb",192,4,-1,0,"unknown","no"
46,"technician","married","secondary","no",57,"no","no","unknown","may",796,1,-1,0,"unknown","yes"
49,"admin.","married","secondary","no",635,"no","no","cellular","aug",220,3,-1,0,"unknown","no"
56,"retired","married","secondary","no",-113,"yes","yes","cellular","aug",614,2,-1,0,"unknown","no"
47,"admin.","divorced","secondary","no",225,"no","no","cellular","aug",1126,4,-1,0,"unknown","yes"
30,"admin.","married","secondary","no",124,"no","no","telephone","jun",161,2,-1,0,"unknown","no"
36,"entrepreneur","single","secondary","no",475,"no","no","cellular","jul",141,3,-1,0,"unknown","no"
40,"management","married","tertiary","no",-7,"no","yes","telephone","jul",697,1,-1,0,"unknown","no"
37,"technician","single","secondary","yes",375,"no","no","unknown","jun",223,2,-1,0,"unknown","no"
